,Company,Ticker
1101,Parsvnath Developers Limited,PARSVNATH.NS
1102,Patel Engineering Limited,PATELENG.NS
1103,Patel Integrated Logistics Limited,PATINTLOG.NS
1104,Patspin India Limited,PATSPINLTD.NS
1105,PC Jeweller Limited,PCJEWELLER.NS
1106,Pudumjee Paper Products Limited,PDMJEPAPER.NS
1107,PDS Multinational Fashions Limited,PDSMFL.NS
1108,Pearl Polymers Limited,PEARLPOLY.NS
1109,Piramal Enterprises Limited,PEL.NS
1110,Pennar Industries Limited,PENIND.NS
1111,Peninsula Land Limited,PENINLAND.NS
1112,Persistent Systems Limited,PERSISTENT.NS
1113,Petronet LNG Limited,PETRONET.NS
1114,Power Finance Corporation Limited,PFC.NS
1115,Pfizer Limited,PFIZER.NS
1116,Prime Focus Limited,PFOCUS.NS
1117,PTC India Financial Services Limited,PFS.NS
1118,PG Electroplast Limited,PGEL.NS
1119,Procter & Gamble Hygiene and Health Care Limited,PGHH.NS
1120,Procter & Gamble Health Limited,PGHL.NS
1121,Pearl Global Industries Limited,PGIL.NS
1122,Phillips Carbon Black Limited,PHILIPCARB.NS
1123,The Phoenix Mills Limited,PHOENIXLTD.NS
1124,Pidilite Industries Limited,PIDILITIND.NS
1125,PI Industries Limited,PIIND.NS
1126,Pilani Investment and Industries Corporation Limited,PILANIINVS.NS
1127,PIL ITALICA LIFESTYLE LIMITED,PILITA.NS
1128,Pioneer Distilleries Limited,PIONDIST.NS
1129,Pioneer Embroideries Limited,PIONEEREMB.NS
1130,Pitti Engineering Limited,PITTIENG.NS
1131,The Peria Karamalai Tea & Produce Company Limited,PKTEA.NS
1132,Plastiblends India Limited,PLASTIBLEN.NS
1133,Punjab National Bank,PNB.NS
1134,PNB Gilts Limited,PNBGILTS.NS
1135,PNB Housing Finance Limited,PNBHOUSING.NS
1136,Pritish Nandy Communications Limited,PNC.NS
1137,PNC Infratech Limited,PNCINFRA.NS
1138,Poddar Housing and Development Limited,PODDARHOUS.NS
1139,Poddar Pigments Limited,PODDARMENT.NS
1140,Pokarna Limited,POKARNA.NS
1141,Polycab India Limited,POLYCAB.NS
1142,Poly Medicure Limited,POLYMED.NS
1143,Polyplex Corporation Limited,POLYPLEX.NS
1144,Ponni Sugars (Erode) Limited,PONNIERODE.NS
1145,Power Grid Corporation of India Limited,POWERGRID.NS
1146,ABB Power Products and Systems India Limited,POWERINDIA.NS
1147,Power Mech Projects Limited,POWERMECH.NS
1148,PPAP Automotive Limited,PPAP.NS
1149,Prakash Pipes Limited,PPL.NS
1150,Prabhat Dairy Limited,PRABHAT.NS
1151,Prajay Engineers Syndicate Limited,PRAENG.NS
1152,Praj Industries Limited,PRAJIND.NS
1153,Prakash Industries Limited,PRAKASH.NS
1154,Prakash Steelage Limited,PRAKASHSTL.NS
1155,Praxis Home Retail Limited,PRAXIS.NS
1156,Precision Camshafts Limited,PRECAM.NS
1157,Precot Limited,PRECOT.NS
1158,Precision Wires India Limited,PRECWIRE.NS
1159,Premier Explosives Limited,PREMEXPLN.NS
1160,Premier Limited,PREMIER.NS
1161,Premier Polyfilm Limited,PREMIERPOL.NS
1162,Pressman Advertising Limited,PRESSMN.NS
1163,Prestige Estates Projects Limited,PRESTIGE.NS
1164,Pricol Limited,PRICOLLTD.NS
1165,Prime Securities Limited,PRIMESECU.NS
1166,Prince Pipes And Fittings Limited,PRINCEPIPE.NS
1167,Privi Speciality Chemicals Limited,PRIVISCL.NS
1168,Prozone Intu Properties Limited,PROZONINTU.NS
1169,Prism Johnson Limited,PRSMJOHNSN.NS
1170,Punjab & Sind Bank,PSB.NS
1171,PSP Projects Limited,PSPPROJECT.NS
1172,PTC India Limited,PTC.NS
1173,PTL Enterprises Limited,PTL.NS
1174,Punjab Chemicals & Crop Protection Limited,PUNJABCHEM.NS
1175,Punj Lloyd Limited,PUNJLLOYD.NS
1176,Puravankara Limited,PURVA.NS
1177,PVR Limited,PVR.NS
1178,Quess Corp Limited,QUESS.NS
1179,Quick Heal Technologies Limited,QUICKHEAL.NS
1180,Radaan Mediaworks India Limited,RADAAN.NS
1181,Radico Khaitan Limited,RADICO.NS
1182,Music Broadcast Limited,RADIOCITY.NS
1183,Rain Industries Limited,RAIN.NS
1184,Rajesh Exports Limited,RAJESHEXPO.NS
1185,Rajratan Global Wire Limited,RAJRATAN.NS
1186,Raj Rayon Industries Limited,RAJRAYON.NS
1187,Rajshree Sugars & Chemicals Limited,RAJSREESUG.NS
1188,Raj Television Network Limited,RAJTV.NS
1189,Rallis India Limited,RALLIS.NS
1190,Shree Rama Newsprint Limited,RAMANEWS.NS
1191,Rama Steel Tubes Limited,RAMASTEEL.NS
1192,The Ramco Cements Limited,RAMCOCEM.NS
1193,Ramco Industries Limited,RAMCOIND.NS
1194,Ramco Systems Limited,RAMCOSYS.NS
1195,Ramky Infrastructure Limited,RAMKY.NS
1196,Ramsarup Industries Limited,RAMSARUP.NS
1197,Rana Sugars Limited,RANASUG.NS
1198,Rane Engine Valve Limited,RANEENGINE.NS
1199,Rane Holdings Limited,RANEHOLDIN.NS
1200,Ratnamani Metals & Tubes Limited,RATNAMANI.NS
1201,Raymond Limited,RAYMOND.NS
1202,Rane Brake Lining Limited,RBL.NS
1203,RBL Bank Limited,RBLBANK.NS
1204,Rashtriya Chemicals and Fertilizers Limited,RCF.NS
1205,Reliance Communications Limited,RCOM.NS
1206,REC Limited,RECLTD.NS
1207,Redington (India) Limited,REDINGTON.NS
1208,Refex Industries Limited,REFEX.NS
1209,Relaxo Footwears Limited,RELAXO.NS
1210,Reliance Capital Limited,RELCAPITAL.NS
1211,Reliance Industries Limited,RELIANCE.NS
1212,Religare Enterprises Limited,RELIGARE.NS
1213,Reliance Infrastructure Limited,RELINFRA.NS
1214,Remsons Industries Limited,REMSONSIND.NS
1215,Shree Renuka Sugars Limited,RENUKA.NS
1216,Repco Home Finance Limited,REPCOHOME.NS
1217,Rudrabhishek Enterprises Limited,REPL.NS
1218,Repro India Limited,REPRO.NS
1219,Responsive Industries Limited,RESPONIND.NS
1220,Revathi Equipment Limited,REVATHI.NS
1221,Renaissance Global Limited,RGL.NS
1222,Reliance Home Finance Limited,RHFL.NS
1223,Rico Auto Industries Limited,RICOAUTO.NS
1224,Reliance Industrial Infrastructure Limited,RIIL.NS
1225,RITES Limited,RITES.NS
1226,Ravi Kumar Distilleries Limited,RKDL.NS
1227,RKEC Projects Limited,RKEC.NS
1228,Ramkrishna Forgings Limited,RKFORGE.NS
1229,Radha Madhav Corporation Limited,RMCL.NS
1230,Rane (Madras) Limited,RML.NS
1231,Reliance Naval and Engineering Limited,RNAVAL.NS
1232,Rohit Ferro-Tech Limited,ROHITFERRO.NS
1233,Royal Orchid Hotels Limited,ROHLTD.NS
1234,Rollatainers Limited,ROLLT.NS
1235,Rolta India Limited,ROLTA.NS
1236,Raj Oil Mills Limited,ROML.NS
1237,Rossari Biotech Limited,ROSSARI.NS
1238,Rossell India Limited,ROSSELLIND.NS
1239,ROUTE MOBILE LIMITED,ROUTE.NS
1240,RPG Life Sciences Limited,RPGLIFE.NS
1241,Reliance Power Limited,RPOWER.NS
1242,R.P.P. Infra Projects Limited,RPPINFRA.NS
1243,R. S. Software (India) Limited,RSSOFTWARE.NS
1244,RSWM Limited,RSWM.NS
1245,R Systems International Limited,RSYSTEMS.NS
1246,RattanIndia Infrastructure Limited,RTNINFRA.NS
1247,RattanIndia Power Limited,RTNPOWER.NS
1248,The Ruby Mills Limited,RUBYMILLS.NS
1249,Ruchi Soya Industries Limited,RUCHI.NS
1250,Ruchi Infrastructure Limited,RUCHINFRA.NS
1251,Ruchira Papers Limited,RUCHIRA.NS
1252,Rupa & Company Limited,RUPA.NS
1253,Rushil Decor Limited,RUSHIL.NS
1254,Ravinder Heights Limited,RVHL.NS
1255,Rail Vikas Nigam Limited,RVNL.NS
1256,S&S Power Switchgears Limited,S&SPOWER.NS
1257,Sab Events & Governance Now Media Limited,SABEVENTS.NS
1258,Sadbhav Engineering Limited,SADBHAV.NS
1259,Sadbhav Infrastructure Project Limited,SADBHIN.NS
1260,Safari Industries (India) Limited,SAFARI.NS
1261,Sagardeep Alloys Limited,SAGARDEEP.NS
1262,Sagar Cements Limited,SAGCEM.NS
1263,Steel Authority of India Limited,SAIL.NS
1264,Sakar Healthcare Limited,SAKAR.NS
1265,Sakthi Sugars Limited,SAKHTISUG.NS
1266,Saksoft Limited,SAKSOFT.NS
1267,Sakuma Exports Limited,SAKUMA.NS
1268,Salasar Techno Engineering Limited,SALASAR.NS
1269,Salona Cotspin Limited,SALONA.NS
1270,S.A.L. Steel Limited,SALSTEEL.NS
1271,Salzer Electronics Limited,SALZERELEC.NS
1272,Sambhaav Media Limited,SAMBHAAV.NS
1273,Sanco Industries Limited,SANCO.NS
1274,The Sandesh Limited,SANDESH.NS
1275,Sandhar Technologies Limited,SANDHAR.NS
1276,Sangam (India) Limited,SANGAMIND.NS
1277,Sanghi Industries Limited,SANGHIIND.NS
1278,Sanghvi Forging and Engineering Limited,SANGHVIFOR.NS
1279,Sanghvi Movers Limited,SANGHVIMOV.NS
1280,Sanginita Chemicals Limited,SANGINITA.NS
1281,Sanofi India Limited,SANOFI.NS
1282,Sanwaria Consumer Limited,SANWARIA.NS
1283,Sarda Energy & Minerals Limited,SARDAEN.NS
1284,Saregama India Limited,SAREGAMA.NS
1285,Sarla Performance Fibers Limited,SARLAPOLY.NS
1286,Sasken Technologies Limited,SASKEN.NS
1287,Sastasundar Ventures Limited,SASTASUNDR.NS
1288,Satia Industries Limited,SATIA.NS
1289,Satin Creditcare Network Limited,SATIN.NS
1290,SBI Cards and Payment Services Limited,SBICARD.NS
1291,SBI Life Insurance Company Limited,SBILIFE.NS
1292,State Bank of India,SBIN.NS
1293,Stampede Capital Limited,SCAPDVR.NS
1294,Schaeffler India Limited,SCHAEFFLER.NS
1295,S Chand And Company Limited,SCHAND.NS
1296,Schneider Electric Infrastructure Limited,SCHNEIDER.NS
1297,Shipping Corporation Of India Limited,SCI.NS
1298,Som Distilleries & Breweries Limited,SDBL.NS
1299,Seamec Limited,SEAMECLTD.NS
1300,Selan Exploration Technology Limited,SELAN.NS
1301,SEL Manufacturing Company Limited,SELMCL.NS
1302,S.E. Power Limited,SEPOWER.NS
1303,Sequent Scientific Limited,SEQUENT.NS
1304,Seshasayee Paper and Boards Limited,SESHAPAPER.NS
1305,Setco Automotive Limited,SETCO.NS
1306,Setubandhan Infrastructure Limited,SETUINFRA.NS
1307,Seya Industries Limited,SEYAIND.NS
1308,Sezal Glass Limited,SEZAL.NS
1309,Sheela Foam Limited,SFL.NS
1310,STL Global Limited,SGL.NS
1311,Shah Alloys Limited,SHAHALLOYS.NS
1312,Shakti Pumps (India) Limited,SHAKTIPUMP.NS
1313,Shalby Limited,SHALBY.NS
1314,Shalimar Paints Limited,SHALPAINTS.NS
1315,Shankara Building Products Limited,SHANKARA.NS
1316,Shanthi Gears Limited,SHANTIGEAR.NS
1317,Sharda Cropchem Limited,SHARDACROP.NS
1318,Sharda Motor Industries Limited,SHARDAMOTR.NS
1319,Share India Securities Limited,SHAREINDIA.NS
1320,Shemaroo Entertainment Limited,SHEMAROO.NS
1321,Somany Home Innovation Limited,SHIL.NS
1322,Shilpa Medicare Limited,SHILPAMED.NS
1323,Shirpur Gold Refinery Limited,SHIRPUR-G.NS
1324,Shivam Autotech Limited,SHIVAMAUTO.NS
1325,Shiva Mills Limited,SHIVAMILLS.NS
1326,Shiva Texyarn Limited,SHIVATEX.NS
1327,S H Kelkar and Company Limited,SHK.NS
1328,Shoppers Stop Limited,SHOPERSTOP.NS
1329,Shradha Infraprojects Limited,SHRADHA.NS
1330,Shree Digvijay Cement Co.Ltd,SHREDIGCEM.NS
1331,SHREE CEMENT LIMITED,SHREECEM.NS
1332,Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK.NS
1333,Shree Rama Multi-Tech Limited,SHREERAMA.NS
1334,Shrenik Limited,SHRENIK.NS
1335,Shreyans Industries Limited,SHREYANIND.NS
1336,Shreyas Shipping & Logistics Limited,SHREYAS.NS
1337,Shriram Pistons & Rings Limited,SHRIPISTON.NS
1338,Shriram City Union Finance Limited,SHRIRAMCIT.NS
1339,Shriram EPC Limited,SHRIRAMEPC.NS
1340,Shyam Century Ferrous Limited,SHYAMCENT.NS
1341,Shyam Telecom Limited,SHYAMTEL.NS
1342,Sicagen India Limited,SICAGEN.NS
1343,Sical Logistics Limited,SICAL.NS
1344,Siemens Limited,SIEMENS.NS
1345,Signet Industries Limited,SIGIND.NS
1346,Standard Industries Limited,SIL.NS
1347,SIL Investments Limited,SILINV.NS
1348,Silly Monks Entertainment Limited,SILLYMONKS.NS
1349,Simbhaoli Sugars Limited,SIMBHALS.NS
1350,Simplex Infrastructures Limited,SIMPLEXINF.NS
1351,Sintercom India Limited,SINTERCOM.NS
1352,Sintex Industries Limited,SINTEX.NS
1353,Sirca Paints India Limited,SIRCA.NS
1354,Security and Intelligence Services (India) Limited,SIS.NS
1355,Siti Networks Limited,SITINET.NS
1356,Siyaram Silk Mills Limited,SIYSIL.NS
1357,SJVN Limited,SJVN.NS
1358,SKF India Limited,SKFINDIA.NS
1359,SKIL Infrastructure Limited,SKIL.NS
1360,Skipper Limited,SKIPPER.NS
1361,SKM Egg Products Export (India) Limited,SKMEGGPROD.NS
1362,Smartlink Holdings Limited,SMARTLINK.NS
1363,SML Isuzu Limited,SMLISUZU.NS
1364,Splendid Metal Products Limited,SMPL.NS
1365,SMS Lifesciences India Limited,SMSLIFE.NS
1366,SMS Pharmaceuticals Limited,SMSPHARMA.NS
1367,Snowman Logistics Limited,SNOWMAN.NS
1368,Sobha Limited,SOBHA.NS
1369,Solara Active Pharma Sciences Limited,SOLARA.NS
1370,Solar Industries India Limited,SOLARINDS.NS
1371,Somany Ceramics Limited,SOMANYCERA.NS
1372,Soma Textiles & Industries Limited,SOMATEX.NS
1373,Somi Conveyor Beltings Limited,SOMICONVEY.NS
1374,Sonata Software Limited,SONATSOFTW.NS
1375,SORIL Infra Resources Limited,SORILINFRA.NS
1376,Savita Oil Technologies Limited,SOTL.NS
1377,The South Indian Bank Limited,SOUTHBANK.NS
1378,South West Pinnacle Exploration Limited,SOUTHWEST.NS
1379,S. P. Apparels Limited,SPAL.NS
1380,Spandana Sphoorty Financial Limited,SPANDANA.NS
1381,Sun Pharma Advanced Research Company Limited,SPARC.NS
1382,Speciality Restaurants Limited,SPECIALITY.NS
1383,Spencer's Retail Limited,SPENCERS.NS
1384,Spentex Industries Limited,SPENTEX.NS
1385,Southern Petrochemicals Industries Corporation  Limited,SPIC.NS
1386,SPICEJET LTD,SPICEJET.NS
1387,SPL Industries Limited,SPLIL.NS
1388,SPML Infra Limited,SPMLINFRA.NS
1389,Sintex Plastics Technology Limited,SPTL.NS
1390,Sreeleathers Limited,SREEL.NS
1391,SREI Infrastructure Finance Limited,SREINFRA.NS
1392,SRF Limited,SRF.NS
1393,Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD.NS
1394,Srikalahasthi Pipes Limited,SRIPIPES.NS
1395,Shree Ram Proteins Limited,SRPL.NS
1396,Shriram Transport Finance Company Limited,SRTRANSFIN.NS
1397,Steel Strips Wheels Limited,SSWL.NS
1398,Strides Pharma Science Limited,STAR.NS
1399,Star Cement Limited,STARCEMENT.NS
1400,Star Paper Mills Limited,STARPAPER.NS
1401,The State Trading Corporation of India Limited,STCINDIA.NS
1402,Steel City Securities Limited,STEELCITY.NS
1403,STEEL EXCHANGE INDIA LIMITED,STEELXIND.NS
1404,Stel Holdings Limited,STEL.NS
1405,Sterling Tools Limited,STERTOOLS.NS
1406,Sterlite Technologies Limited,STLTECH.NS
1407,International Constructions Limited,SUBCAPCITY.NS
1408,Subex Limited,SUBEXLTD.NS
1409,Subros Limited,SUBROS.NS
1410,Sudarshan Chemical Industries Limited,SUDARSCHEM.NS
1411,Sujana Universal Industries Limited,SUJANAUNI.NS
1412,Sumitomo Chemical India Limited,SUMICHEM.NS
1413,Sumit Woods Limited,SUMIT.NS
1414,Summit Securities Limited,SUMMITSEC.NS
1415,Sundaram Clayton Limited,SUNCLAYLTD.NS
1416,Sundaram Multi Pap Limited,SUNDARAM.NS
1417,Sundaram Finance Limited,SUNDARMFIN.NS
1418,Sundaram Finance Holdings Limited,SUNDARMHLD.NS
1419,Sundaram Brake Linings Limited,SUNDRMBRAK.NS
1420,Sundram Fasteners Limited,SUNDRMFAST.NS
1421,Sunflag Iron And Steel Company Limited,SUNFLAG.NS
1422,Sun Pharmaceutical Industries Limited,SUNPHARMA.NS
1423,Sunteck Realty Limited,SUNTECK.NS
1424,Sun TV Network Limited,SUNTV.NS
1425,Superhouse Limited,SUPERHOUSE.NS
1426,Super Spinning Mills Limited,SUPERSPIN.NS
1427,Supreme Petrochem Limited,SUPPETRO.NS
1428,Suprajit Engineering Limited,SUPRAJIT.NS
1429,Supreme Engineering Limited,SUPREMEENG.NS
1430,Supreme Industries Limited,SUPREMEIND.NS
1431,Supreme Infrastructure India Limited,SUPREMEINF.NS
1432,Surana Solar Limited,SURANASOL.NS
1433,Surana Telecom and Power Limited,SURANAT&P.NS
1434,Suryalakshmi Cotton Mills Limited,SURYALAXMI.NS
1435,Surya Roshni Limited,SURYAROSNI.NS
1436,Sutlej Textiles and Industries Limited,SUTLEJTEX.NS
1437,Suumaya Lifestyle Limited,SUULD.NS
1438,Suven Life Sciences Limited,SUVEN.NS
1439,Suven Pharmaceuticals Limited,SUVENPHAR.NS
1440,Suzlon Energy Limited,SUZLON.NS
1441,Swan Energy Limited,SWANENERGY.NS
1442,Swaraj Engines Limited,SWARAJENG.NS
1443,Swelect Energy Systems Limited,SWELECTES.NS
1444,Sterling And Wilson Solar Limited,SWSOLAR.NS
1445,Symphony Limited,SYMPHONY.NS
1446,Syncom Healthcare Limited,SYNCOM.NS
1447,Syngene International Limited,SYNGENE.NS
1448,Tainwala Chemical and Plastic (I) Limited,TAINWALCHM.NS
1449,Taj GVK Hotels & Resorts Limited,TAJGVK.NS
1450,Take Solutions Limited,TAKE.NS
1451,Talbros Automotive Components Limited,TALBROAUTO.NS
1452,Tanla Platforms Limited,TANLA.NS
1453,Tantia Constructions Limited,TANTIACONS.NS
1454,Anant Raj Global Limited,TARC.NS
1455,Tarmat Limited,TARMAT.NS
1456,Tasty Bite Eatables Limited,TASTYBITE.NS
1457,Tata Chemicals Limited,TATACHEM.NS
1458,Tata Coffee Limited,TATACOFFEE.NS
1459,Tata Communications Limited,TATACOMM.NS
1460,TATA CONSUMER PRODUCTS LIMITED,TATACONSUM.NS
1461,Tata Elxsi Limited,TATAELXSI.NS
1462,Tata Investment Corporation Limited,TATAINVEST.NS
1463,Tata Metaliks Limited,TATAMETALI.NS
1464,Tata Motors Limited,TATAMOTORS.NS
1465,Tata Motors Limited,TATAMTRDVR.NS
1466,Tata Power Company Limited,TATAPOWER.NS
1467,Tata Steel Limited,TATASTEEL.NS
1468,Tata Steel Bsl Limited,TATASTLBSL.NS
1469,Tata Steel Long Products Limited,TATASTLLP.NS
1470,Tribhovandas Bhimji Zaveri Limited,TBZ.NS
1471,Transport Corporation of India Limited,TCI.NS
1472,TCI Developers Limited,TCIDEVELOP.NS
1473,TCI Express Limited,TCIEXP.NS
1474,TCI Finance Limited,TCIFINANCE.NS
1475,TCNS Clothing Co. Limited,TCNSBRANDS.NS
1476,TCPL Packaging Limited,TCPLPACK.NS
1477,Tata Consultancy Services Limited,TCS.NS
1478,TD Power Systems Limited,TDPOWERSYS.NS
1479,Teamlease Services Limited,TEAMLEASE.NS
1480,Techindia Nirman Limited,TECHIN.NS
1481,Tech Mahindra Limited,TECHM.NS
1482,Techno Electric & Engineering Company Limited,TECHNOE.NS
1483,Technofab Engineering Limited,TECHNOFAB.NS
1484,Tejas Networks Limited,TEJASNET.NS
1485,Tera Software Limited,TERASOFT.NS
1486,Texmaco Infrastructure & Holdings Limited,TEXINFRA.NS
1487,Texmo Pipes and Products Limited,TEXMOPIPES.NS
1488,Texmaco Rail & Engineering Limited,TEXRAIL.NS
1489,Tourism Finance Corporation of India Limited,TFCILTD.NS
1490,Transwarranty Finance Limited,TFL.NS
1491,TGB Banquets And Hotels Limited,TGBHOTELS.NS
1492,Thangamayil Jewellery Limited,THANGAMAYL.NS
1493,The Investment Trust Of India Limited,THEINVEST.NS
1494,Themis Medicare Limited,THEMISMED.NS
1495,Thermax Limited,THERMAX.NS
1496,Thiru Arooran Sugars Limited,THIRUSUGAR.NS
1497,Thomas Cook  (India)  Limited,THOMASCOOK.NS
1498,Thomas Scott (India) Limited,THOMASCOTT.NS
1499,Thyrocare Technologies Limited,THYROCARE.NS
1500,Tilaknagar Industries Limited,TI.NS
1501,Tide Water Oil Company (India) Limited,TIDEWATER.NS
1502,Technocraft Industries (India) Limited,TIIL.NS
1503,Tube Investments of India Limited,TIINDIA.NS
1504,Tijaria Polypipes Limited,TIJARIA.NS
1505,TIL Limited,TIL.NS
1506,Times Guaranty Limited,TIMESGTY.NS
1507,Time Technoplast Limited,TIMETECHNO.NS
1508,Timken India Limited,TIMKEN.NS
1509,The Tinplate Company of India Limited,TINPLATE.NS
1510,TIPS Industries Limited,TIPSINDLTD.NS
1511,Thirumalai Chemicals Limited,TIRUMALCHM.NS
1512,Tirupati Forge Limited,TIRUPATIFL.NS
1513,Titan Company Limited,TITAN.NS
1514,The Mandhana Retail Ventures Limited,TMRVL.NS
1515,Tamilnadu PetroProducts Limited,TNPETRO.NS
1516,Tamil Nadu Newsprint & Papers Limited,TNPL.NS
1517,Tamilnadu Telecommunication Limited,TNTELE.NS
1518,Tokyo Plast International Limited,TOKYOPLAST.NS
1519,Torrent Pharmaceuticals Limited,TORNTPHARM.NS
1520,Torrent Power Limited,TORNTPOWER.NS
1521,Total Transport Systems Limited,TOTAL.NS
1522,Touchwood Entertainment Limited,TOUCHWOOD.NS
1523,TPL Plastech Limited,TPLPLASTEH.NS
1524,Tree House Education & Accessories Limited,TREEHOUSE.NS
1525,TREJHARA SOLUTIONS LIMITED,TREJHARA.NS
1526,Trent Limited,TRENT.NS
1527,TRF Limited,TRF.NS
1528,Trident Limited,TRIDENT.NS
1529,Trigyn Technologies Limited,TRIGYN.NS
1530,Transformers And Rectifiers (India) Limited,TRIL.NS
1531,Triveni Turbine Limited,TRITURBINE.NS
1532,Triveni Engineering & Industries Limited,TRIVENI.NS
1533,TTK Healthcare Limited,TTKHLTCARE.NS
1534,TTK Prestige Limited,TTKPRESTIG.NS
1535,T T Limited,TTL.NS
1536,Tata Teleservices (Maharashtra) Limited,TTML.NS
1537,TV18 Broadcast Limited,TV18BRDCST.NS
1538,TVS Electronics Limited,TVSELECT.NS
1539,TVS Motor Company Limited,TVSMOTOR.NS
1540,TVS Srichakra Limited,TVSSRICHAK.NS
1541,TV Today Network Limited,TVTODAY.NS
1542,TV Vision Limited,TVVISION.NS
1543,Titagarh Wagons Limited,TWL.NS
1544,United Breweries Limited,UBL.NS
1545,Ucal Fuel Systems Limited,UCALFUEL.NS
1546,UCO Bank,UCOBANK.NS
1547,UFLEX Limited,UFLEX.NS
1548,UFO Moviez India Limited,UFO.NS
1549,The Ugar Sugar Works Limited,UGARSUGAR.NS
1550,Ujaas Energy Limited,UJAAS.NS
1551,Ujjivan Financial Services Limited,UJJIVAN.NS
1552,Ujjivan Small Finance Bank Limited,UJJIVANSFB.NS
1553,UltraTech Cement Limited,ULTRACEMCO.NS
1554,Umang Dairies Limited,UMANGDAIRY.NS
1555,Usha Martin Education & Solutions Limited,UMESLTD.NS
1556,Unichem Laboratories Limited,UNICHEMLAB.NS
1557,United Drilling Tools Limited,UNIDT.NS
1558,Uniphos Enterprises Limited,UNIENTER.NS
1559,Union Bank of India,UNIONBANK.NS
1560,Unitech Limited,UNITECH.NS
1561,The United Nilgiri Tea Estates Company Limited,UNITEDTEA.NS
1562,Unity Infraprojects Limited,UNITY.NS
1563,Univastu India Limited,UNIVASTU.NS
1564,Universal Cables Limited,UNIVCABLES.NS
1565,Universus Photo Imagings Limited,UNIVPHOTO.NS
1566,UPL Limited,UPL.NS
1567,Urja Global Limited,URJA.NS
1568,Usha Martin Limited,USHAMART.NS
1569,UTI Asset Management Company Limited,UTIAMC.NS
1570,Uttam Galva Steels Limited,UTTAMSTL.NS
1571,Uttam Sugar Mills Limited,UTTAMSUGAR.NS
1572,V2 Retail Limited,V2RETAIL.NS
1573,Vadilal Industries Limited,VADILALIND.NS
1574,Vaibhav Global Limited,VAIBHAVGBL.NS
1575,Vaishali Pharma Limited,VAISHALI.NS
1576,Vakrangee Limited,VAKRANGEE.NS
1577,Valiant Organics Limited,VALIANTORG.NS
1578,Vardhman Acrylics Limited,VARDHACRLC.NS
1579,Vardhman Polytex Limited,VARDMNPOLY.NS
1580,Varroc Engineering Limited,VARROC.NS
1581,Vascon Engineers Limited,VASCONEQ.NS
1582,Vaswani Industries Limited,VASWANI.NS
1583,Varun Beverages Limited,VBL.NS
1584,Vedanta Limited,VEDL.NS
1585,Venky's (India) Limited,VENKEYS.NS
1586,Venus Remedies Limited,VENUSREM.NS
1587,Vertoz Advertising Limited,VERTOZ.NS
1588,Vesuvius India Limited,VESUVIUS.NS
1589,Veto Switchgears And Cables Limited,VETO.NS
1590,V-Guard Industries Limited,VGUARD.NS
1591,Vardhman Holdings Limited,VHL.NS
1592,Viceroy Hotels Limited,VICEROY.NS
1593,Videocon Industries Limited,VIDEOIND.NS
1594,Vidhi Specialty Food Ingredients Limited,VIDHIING.NS
1595,Viji Finance Limited,VIJIFIN.NS
1596,Vikas EcoTech Limited,VIKASECO.NS
1597,Vikas Multicorp Limited,VIKASMCORP.NS
1598,Vikas Proppant & Granite Limited,VIKASPROP.NS
1599,Vikas WSP Limited,VIKASWSP.NS
1600,Vimta Labs Limited,VIMTALABS.NS
1601,Vinati Organics Limited,VINATIORGA.NS
1602,Vindhya Telelinks Limited,VINDHYATEL.NS
1603,Vinyl Chemicals (India) Limited,VINYLINDIA.NS
1604,VIP Clothing Limited,VIPCLOTHNG.NS
1605,VIP Industries Limited,VIPIND.NS
1606,Vipul Limited,VIPULLTD.NS
1607,Visaka Industries Limited,VISAKAIND.NS
1608,Visa Steel Limited,VISASTEEL.NS
1609,Vishal Fabrics Limited,VISHAL.NS
1610,Vishnu Chemicals Limited,VISHNU.NS
1611,Vishwaraj Sugar Industries Limited,VISHWARAJ.NS
1612,Visagar Polytex Limited,VIVIDHA.NS
1613,Vivimed Labs Limited,VIVIMEDLAB.NS
1614,VLS Finance Limited,VLSFINANCE.NS
1615,V-Mart Retail Limited,VMART.NS
1616,Voltamp Transformers Limited,VOLTAMP.NS
1617,Voltas Limited,VOLTAS.NS
1618,VRL Logistics Limited,VRLLOG.NS
1619,Vardhman Special Steels Limited,VSSL.NS
1620,VST Industries Limited,VSTIND.NS
1621,V.S.T Tillers Tractors Limited,VSTTILLERS.NS
1622,Vardhman Textiles Limited,VTL.NS
1623,VA Tech Wabag Limited,WABAG.NS
1624,WABCO India Limited,WABCOINDIA.NS
1625,Walchandnagar Industries Limited,WALCHANNAG.NS
1626,Wanbury Limited,WANBURY.NS
1627,Waterbase Limited,WATERBASE.NS
1628,Websol Energy System Limited,WEBELSOLAR.NS
1629,Weizmann Limited,WEIZMANIND.NS
1630,Welspun Corp Limited,WELCORP.NS
1631,Welspun Enterprises Limited,WELENT.NS
1632,Welspun Investments and Commercials Limited,WELINV.NS
1633,Welspun India Limited,WELSPUNIND.NS
1634,Wendt (India) Limited,WENDT.NS
1635,Westlife Development Ltd,WESTLIFE.NS
1636,Wheels India Limited,WHEELS.NS
1637,Whirlpool of India Limited,WHIRLPOOL.NS
1638,Williamson Magor & Company Limited,WILLAMAGOR.NS
