,Company,Ticker
553,The Grob Tea Company Limited,GROBTEA.NS
554,GRP Limited,GRPLTD.NS
555,Garden Reach Shipbuilders & Engineers Limited,GRSE.NS
556,Gujarat Sidhee Cement Limited,GSCLCEMENT.NS
557,Gujarat State Fertilizers & Chemicals Limited,GSFC.NS
558,Gujarat State Petronet Limited,GSPL.NS
559,GSS Infotech Limited,GSS.NS
560,GTL Limited,GTL.NS
561,GTL Infrastructure Limited,GTLINFRA.NS
562,GTN Industries Limited,GTNIND.NS
563,GTN Textiles Limited,GTNTEX.NS
564,GTPL Hathway Limited,GTPL.NS
565,Gufic Biosciences Limited,GUFICBIO.NS
566,Gujarat Alkalies and Chemicals Limited,GUJALKALI.NS
567,Gujarat Apollo Industries Limited,GUJAPOLLO.NS
568,Gujarat Gas Limited,GUJGASLTD.NS
569,Gujarat Raffia Industries Limited,GUJRAFFIA.NS
570,Gulf Oil Lubricants India Limited,GULFOILLUB.NS
571,GP Petroleums Limited,GULFPETRO.NS
572,Gulshan Polyols Limited,GULPOLY.NS
573,GVK Power  Limited,GVKPIL.NS
574,Hindustan Aeronautics Limited,HAL.NS
575,Happiest Minds Technologies Limited,HAPPSTMNDS.NS
576,Harita Seating Systems Limited,HARITASEAT.NS
577,Harrisons  Malayalam Limited,HARRMALAYA.NS
578,Hathway Cable & Datacom Limited,HATHWAY.NS
579,Hatsun Agro Product Limited,HATSUN.NS
580,Havells India Limited,HAVELLS.NS
581,Sri Havisha Hospitality and Infrastructure Limited,HAVISHA.NS
582,HBL Power Systems Limited,HBLPOWER.NS
583,HB Stockholdings Limited,HBSL.NS
584,Hindustan Construction Company Limited,HCC.NS
585,Healthcare Global Enterprises Limited,HCG.NS
586,HCL Infosystems Limited,HCL-INSYS.NS
587,HCL Technologies Limited,HCLTECH.NS
588,Housing Development Finance Corporation Limited,HDFC.NS
589,HDFC Asset Management Company Limited,HDFCAMC.NS
590,HDFC Bank Limited,HDFCBANK.NS
591,HDFC Life Insurance Company Limited,HDFCLIFE.NS
592,Housing Development and Infrastructure Limited,HDIL.NS
593,HEG Limited,HEG.NS
594,HeidelbergCement India Limited,HEIDELBERG.NS
595,Hemisphere Properties India Limited,HEMIPROP.NS
596,Hercules Hoists Limited,HERCULES.NS
597,Heritage Foods Limited,HERITGFOOD.NS
598,Hero MotoCorp Limited,HEROMOTOCO.NS
599,Hester Biosciences Limited,HESTERBIO.NS
600,Hexa Tradex Limited,HEXATRADEX.NS
601,HFCL Limited,HFCL.NS
602,H.G. Infra Engineering Limited,HGINFRA.NS
603,Hinduja Global Solutions Limited,HGS.NS
604,Hikal Limited,HIKAL.NS
605,HIL Limited,HIL.NS
606,Hilton Metal Forging Limited,HILTON.NS
607,Himatsingka Seide Limited,HIMATSEIDE.NS
608,Hindalco Industries Limited,HINDALCO.NS
609,Hindustan Composites Limited,HINDCOMPOS.NS
610,Hindustan Copper Limited,HINDCOPPER.NS
611,Hindustan Motors Limited,HINDMOTORS.NS
612,Hindusthan National Glass & Industries Limited,HINDNATGLS.NS
613,Hindustan Oil Exploration Company Limited,HINDOILEXP.NS
614,Hindustan Petroleum Corporation Limited,HINDPETRO.NS
615,Hindustan Unilever Limited,HINDUNILVR.NS
616,Hindustan Zinc Limited,HINDZINC.NS
617,Hind Rectifiers Limited,HIRECT.NS
618,Hisar Metal Industries Limited,HISARMETAL.NS
619,Hi-Tech Pipes Limited,HITECH.NS
620,Hitech Corporation Limited,HITECHCORP.NS
621,The Hi-Tech Gears Limited,HITECHGEAR.NS
622,HLV LIMITED,HLVLTD.NS
623,HMT Limited,HMT.NS
624,Hindustan Media Ventures Limited,HMVL.NS
625,Hindustan Foods Limited,HNDFDS.NS
626,Honeywell Automation India Limited,HONAUT.NS
627,Honda India Power Products Limited,HONDAPOWER.NS
628,Hotel Rugby Limited,HOTELRUGBY.NS
629,HOV Services Limited,HOVS.NS
630,HPL Electric & Power Limited,HPL.NS
631,Himadri Speciality Chemical Limited,HSCL.NS
632,HSIL Limited,HSIL.NS
633,HT Media Limited,HTMEDIA.NS
634,Hubtown Limited,HUBTOWN.NS
635,Housing & Urban Development Corporation Limited,HUDCO.NS
636,Huhtamaki India Limited,HUHTAMAKI.NS
637,Indiabulls Real Estate Limited,IBREALEST.NS
638,Indiabulls Housing Finance Limited,IBULHSGFIN.NS
639,Ice Make Refrigeration Limited,ICEMAKE.NS
640,ICICI Bank Limited,ICICIBANK.NS
641,ICICI Lombard General Insurance Company Limited,ICICIGI.NS
642,ICICI Prudential Life Insurance Company Limited,ICICIPRULI.NS
643,Indo Count Industries Limited,ICIL.NS
644,ICRA Limited,ICRA.NS
645,IDBI Bank Limited,IDBI.NS
646,Vodafone Idea Limited,IDEA.NS
647,IDFC Limited,IDFC.NS
648,IDFC First Bank Limited,IDFCFIRSTB.NS
649,Indian Energy Exchange Limited,IEX.NS
650,IFB Agro Industries Limited,IFBAGRO.NS
651,IFB Industries Limited,IFBIND.NS
652,IFCI Limited,IFCI.NS
653,IFGL Refractories Limited,IFGLEXPOR.NS
654,Igarashi Motors India Limited,IGARASHI.NS
655,Indraprastha Gas Limited,IGL.NS
656,IG Petrochemicals Limited,IGPL.NS
657,IIFL Finance Limited,IIFL.NS
658,IIFL Securities Limited,IIFLSEC.NS
659,Iifl Wealth Management Limited,IIFLWAM.NS
660,Industrial Investment Trust Limited,IITL.NS
661,IL&FS Engineering and Construction Company Limited,IL&FSENGG.NS
662,IL&FS Transportation Networks Limited,IL&FSTRANS.NS
663,Imagicaaworld Entertainment Limited,IMAGICAA.NS
664,Indian Metals & Ferro Alloys Limited,IMFA.NS
665,India Motor Parts and Accessories Limited,IMPAL.NS
666,Indbank Merchant Banking Services Limited,INDBANK.NS
667,The Indian Hotels Company Limited,INDHOTEL.NS
668,The India Cements Limited,INDIACEM.NS
669,India Glycols Limited,INDIAGLYCO.NS
670,Indiamart Intermesh Limited,INDIAMART.NS
671,Indian Bank,INDIANB.NS
672,Indian Card Clothing Company Limited,INDIANCARD.NS
673,Indian Hume Pipe Company Limited,INDIANHUME.NS
674,InterGlobe Aviation Limited,INDIGO.NS
675,IMP Powers Limited,INDLMETER.NS
676,India Nippon Electricals Limited,INDNIPPON.NS
677,Indoco Remedies Limited,INDOCO.NS
678,Indo Rama Synthetics (India) Limited,INDORAMA.NS
679,Indosolar Limited,INDOSOLAR.NS
680,IndoStar Capital Finance Limited,INDOSTAR.NS
681,Indo Tech Transformers Limited,INDOTECH.NS
682,Indo Thai Securities Limited,INDOTHAI.NS
683,Indowind Energy Limited,INDOWIND.NS
684,Indraprastha Medical Corporation Limited,INDRAMEDCO.NS
685,Ind-Swift Laboratories Limited,INDSWFTLAB.NS
686,Ind-Swift Limited,INDSWFTLTD.NS
687,Indian Terrain Fashions Limited,INDTERRAIN.NS
688,IndusInd Bank Limited,INDUSINDBK.NS
689,Indus Towers Limited,INDUSTOWER.NS
690,INEOS Styrolution India Limited,INEOSSTYRO.NS
691,Infibeam Avenues Limited,INFIBEAM.NS
692,InfoBeans Technologies Limited,INFOBEAN.NS
693,Infomedia Press Limited,INFOMEDIA.NS
694,Infosys Limited,INFY.NS
695,Ingersoll Rand (India) Limited,INGERRAND.NS
696,INOX Leisure Limited,INOXLEISUR.NS
697,Inox Wind Limited,INOXWIND.NS
698,Insecticides (India) Limited,INSECTICID.NS
699,Inspirisys Solutions Limited,INSPIRISYS.NS
700,Integra Garments and Textiles Limited,INTEGRA.NS
701,Intellect Design Arena Limited,INTELLECT.NS
702,Intense Technologies Limited,INTENTECH.NS
703,Inventure Growth & Securities Limited,INVENTURE.NS
704,Indian Overseas Bank,IOB.NS
705,Indian Oil Corporation Limited,IOC.NS
706,IOL Chemicals and Pharmaceuticals Limited,IOLCP.NS
707,IPCA Laboratories Limited,IPCALAB.NS
708,IRB Infrastructure Developers Limited,IRB.NS
709,Ircon International Limited,IRCON.NS
710,Indian Railway Catering And Tourism Corporation Limited,IRCTC.NS
711,ICICI Securities Limited,ISEC.NS
712,Intrasoft Technologies Limited,ISFT.NS
713,ISMT Limited,ISMTLTD.NS
714,ITC Limited,ITC.NS
715,India Tourism Development Corporation Limited,ITDC.NS
716,ITD Cementation India Limited,ITDCEM.NS
717,ITI Limited,ITI.NS
718,IL&FS Investment Managers Limited,IVC.NS
719,IVP Limited,IVP.NS
720,IZMO Limited,IZMO.NS
721,The Jammu & Kashmir Bank Limited,J&KBANK.NS
722,Jagran Prakashan Limited,JAGRAN.NS
723,Jagsonpal Pharmaceuticals Limited,JAGSNPHARM.NS
724,Jai Balaji Industries Limited,JAIBALAJI.NS
725,Jai Corp Limited,JAICORPLTD.NS
726,Jaihind Projects Limited,JAIHINDPRO.NS
727,Jain Studios Limited,JAINSTUDIO.NS
728,Jamna Auto Industries Limited,JAMNAAUTO.NS
729,Jash Engineering Limited,JASH.NS
730,Jayant Agro Organics Limited,JAYAGROGN.NS
731,Jay Bharat Maruti Limited,JAYBARMARU.NS
732,Jayaswal Neco Industries Limited,JAYNECOIND.NS
733,Jayshree Tea & Industries Limited,JAYSREETEA.NS
734,JB Chemicals & Pharmaceuticals Limited,JBCHEPHARM.NS
735,JBF Industries Limited,JBFIND.NS
736,JBM Auto Limited,JBMA.NS
737,Johnson Controls - Hitachi Air Conditioning India Limited,JCHAC.NS
738,Jet Airways (India) Limited,JETAIRWAYS.NS
739,JHS Svendgaard Laboratories Limited,JHS.NS
740,Jindal Photo Limited,JINDALPHOT.NS
741,Jindal Poly Films Limited,JINDALPOLY.NS
742,Jindal Saw Limited,JINDALSAW.NS
743,Jindal Steel & Power Limited,JINDALSTEL.NS
744,Jindal Drilling And Industries Limited,JINDRILL.NS
745,Jindal Worldwide Limited,JINDWORLD.NS
746,Jain Irrigation Systems Limited,JISLDVREQS.NS
747,Jain Irrigation Systems Limited,JISLJALEQS.NS
748,JITF Infralogistics Limited,JITFINFRA.NS
749,Jiya Eco-Products Limited,JIYAECO.NS
750,JK Cement Limited,JKCEMENT.NS
751,J.Kumar Infraprojects Limited,JKIL.NS
752,JK Lakshmi Cement Limited,JKLAKSHMI.NS
753,JK Paper Limited,JKPAPER.NS
754,JK Tyre & Industries Limited,JKTYRE.NS
755,Jullundur Motor Agency (Delhi) Limited,JMA.NS
756,JMC Projects (India)  Limited,JMCPROJECT.NS
757,JM Financial Limited,JMFINANCIL.NS
758,JMT Auto Limited,JMTAUTOLTD.NS
759,Jocil Limited,JOCIL.NS
760,Jaiprakash Associates Limited,JPASSOCIAT.NS
761,Jaypee Infratech Limited,JPINFRATEC.NS
762,Jindal Poly Investment and Finance Company Limited,JPOLYINVST.NS
763,Jaiprakash Power Ventures Limited,JPPOWER.NS
764,Jindal Stainless Limited,JSL.NS
765,Jindal Stainless (Hisar) Limited,JSLHISAR.NS
766,JSW Energy Limited,JSWENERGY.NS
767,JSW Holdings Limited,JSWHL.NS
768,JSW Ispat Special Products Limited,JSWISPL.NS
769,JSW Steel Limited,JSWSTEEL.NS
770,Jtekt India Limited,JTEKTINDIA.NS
771,Jubilant Life Sciences Limited,JUBILANT.NS
772,Jubilant Foodworks Limited,JUBLFOOD.NS
773,Jubilant Industries Limited,JUBLINDS.NS
774,Jump Networks Limited,JUMPNET.NS
775,Just Dial Limited,JUSTDIAL.NS
776,Jyothy Labs Limited,JYOTHYLAB.NS
777,Jyoti Structures Limited,JYOTISTRUC.NS
778,Kabra Extrusion Technik Limited,KABRAEXTRU.NS
779,Kajaria Ceramics Limited,KAJARIACER.NS
780,Kakatiya Cement Sugar & Industries Limited,KAKATCEM.NS
781,Kalpataru Power Transmission Limited,KALPATPOWR.NS
782,Kalyani Commercials Limited,KALYANI.NS
783,Kalyani Forge Limited,KALYANIFRG.NS
784,Kamat Hotels (I) Limited,KAMATHOTEL.NS
785,Kamdhenu Limited,KAMDHENU.NS
786,Kanani Industries Limited,KANANIIND.NS
787,Kanoria Chemicals & Industries Limited,KANORICHEM.NS
788,Kanpur Plastipack Limited,KANPRPLA.NS
789,Kansai Nerolac Paints Limited,KANSAINER.NS
790,Kapston Facilities Management Limited,KAPSTON.NS
791,Karda Constructions Limited,KARDA.NS
792,Karma Energy Limited,KARMAENG.NS
793,Karur Vysya Bank Limited,KARURVYSYA.NS
794,Kaushalya Infrastructure Development Corporation Limited,KAUSHALYA.NS
795,Kaya Limited,KAYA.NS
796,KCP Limited,KCP.NS
797,KCP Sugar and Industries Corporation Limited,KCPSUGIND.NS
798,KDDL Limited,KDDL.NS
799,KEC International Limited,KEC.NS
800,Kirloskar Electric Company Limited,KECL.NS
801,Keerti Knowledge and Skills Limited,KEERTI.NS
802,KEI Industries Limited,KEI.NS
803,Kellton Tech Solutions Limited,KELLTONTEC.NS
804,Kennametal India Limited,KENNAMET.NS
805,Kernex Microsystems (India) Limited,KERNEX.NS
806,Kesoram Industries Limited,KESORAMIND.NS
807,Keynote Financial Services Limited,KEYFINSERV.NS
808,Karuturi Global Limited,KGL.NS
809,Khadim India Limited,KHADIM.NS
810,Khaitan Chemicals & Fertilizers Limited,KHAICHEM.NS
811,Khandwala Securities Limited,KHANDSE.NS
812,Kalyani Investment Company Limited,KICL.NS
813,Kilitch Drugs (India) Limited,KILITCH.NS
814,Kingfa Science & Technology (India) Limited,KINGFA.NS
815,KIOCL Limited,KIOCL.NS
816,Kiri Industries Limited,KIRIINDUS.NS
817,Kirloskar Ferrous Industries Ltd,KIRLFER.NS
818,Kirloskar Brothers Limited,KIRLOSBROS.NS
819,Kirloskar Oil Engines Limited,KIRLOSENG.NS
820,Kirloskar Industries Limited,KIRLOSIND.NS
821,Kitex Garments Limited,KITEX.NS
822,Kewal Kiran Clothing Limited,KKCL.NS
823,K.M.Sugar Mills Limited,KMSUGAR.NS
824,KNR Constructions Limited,KNRCON.NS
825,Kokuyo Camlin Limited,KOKUYOCMLN.NS
826,Kolte - Patil Developers Limited,KOLTEPATIL.NS
827,Kopran Limited,KOPRAN.NS
828,Kotak Mahindra Bank Limited,KOTAKBANK.NS
829,Kothari Sugars And Chemicals Limited,KOTARISUG.NS
830,Kothari Petrochemicals Limited,KOTHARIPET.NS
831,Kothari Products Limited,KOTHARIPRO.NS
832,KPIT Technologies Limited,KPITTECH.NS
833,K.P.R. Mill Limited,KPRMILL.NS
834,KRBL Limited,KRBL.NS
835,Krebs Biochemicals and Industries Limited,KREBSBIO.NS
836,Kridhan Infra Limited,KRIDHANINF.NS
837,Krishana Phoschem Limited,KRISHANA.NS
838,Ksb Limited,KSB.NS
839,Kaveri Seed Company Limited,KSCL.NS
840,KSK Energy Ventures Limited,KSK.NS
841,Kalyani Steels Limited,KSL.NS
842,The Karnataka Bank Limited,KTKBANK.NS
843,Kuantum Papers Limited,KUANTUM.NS
844,kwality limited,KWALITY.NS
845,L&T Finance Holdings Limited,L&TFH.NS
846,Lakshmi Precision Screws Limited,LAKPRE.NS
847,Dr. Lal Path Labs Ltd.,LALPATHLAB.NS
848,Lambodhara Textiles Limited,LAMBODHARA.NS
849,La Opala RG Limited,LAOPALA.NS
850,Lasa Supergenerics Limited,LASA.NS
851,Laurus Labs Limited,LAURUSLABS.NS
852,Lakshmi Machine Works Limited,LAXMIMACH.NS
853,Lemon Tree Hotels Limited,LEMONTREE.NS
854,Lakshmi Finance & Industrial Corporation Limited,LFIC.NS
855,LG Balakrishnan & Bros Limited,LGBBROSLTD.NS
856,LGB Forge Limited,LGBFORGE.NS
857,Libas Consumer Products Limited,LIBAS.NS
858,Liberty Shoes Limited,LIBERTSHOE.NS
859,LIC Housing Finance Limited,LICHSGFIN.NS
860,Likhitha Infrastructure Limited,LIKHITHA.NS
861,Lincoln Pharmaceuticals Limited,LINCOLN.NS
862,Linc Pen & Plastics Limited,LINCPEN.NS
863,Linde India Limited,LINDEINDIA.NS
864,Lokesh Machines Limited,LOKESHMACH.NS
865,Lotus Eye Hospital and Institute Limited,LOTUSEYE.NS
866,Lovable Lingerie Limited,LOVABLE.NS
867,Landmark Property Development Company Limited,LPDC.NS
868,Lloyds Steels Industries Limited,LSIL.NS
869,Larsen & Toubro Limited,LT.NS
870,Larsen & Toubro Infotech Limited,LTI.NS
871,L&T Technology Services Limited,LTTS.NS
872,Lumax Industries Limited,LUMAXIND.NS
873,Lumax Auto Technologies Limited,LUMAXTECH.NS
874,Lupin Limited,LUPIN.NS
875,Lux Industries Limited,LUXIND.NS
876,Lyka Labs Limited,LYKALABS.NS
877,Lypsa Gems & Jewellery Limited,LYPSAGEMS.NS
878,Mahindra & Mahindra Limited,M&M.NS
879,Mahindra & Mahindra Financial Services Limited,M&MFIN.NS
880,Maan Aluminium Limited,MAANALU.NS
881,Macpower CNC Machines Limited,MACPOWER.NS
882,Madhav Marbles and Granites Limited,MADHAV.NS
883,Madhucon Projects Limited,MADHUCON.NS
884,Madras Fertilizers Limited,MADRASFERT.NS
885,Magadh Sugar & Energy Limited,MAGADSUGAR.NS
886,Magma Fincorp Limited,MAGMA.NS
887,Magnum Ventures Limited,MAGNUM.NS
888,Bank of Maharashtra,MAHABANK.NS
889,Maha Rashtra Apex Corporation Limited,MAHAPEXLTD.NS
890,Mahamaya Steel Industries Limited,MAHASTEEL.NS
891,Mahindra EPC Irrigation Limited,MAHEPC.NS
892,Maheshwari Logistics Limited,MAHESHWARI.NS
893,Mahindra CIE Automotive Limited,MAHINDCIE.NS
894,Mahindra Lifespace Developers Limited,MAHLIFE.NS
895,Mahindra Logistics Limited,MAHLOG.NS
896,Maharashtra Scooters Limited,MAHSCOOTER.NS
897,Maharashtra Seamless Limited,MAHSEAMLES.NS
898,Maithan Alloys Limited,MAITHANALL.NS
899,Majesco Limited,MAJESCO.NS
900,Malu Paper Mills Limited,MALUPAPER.NS
901,Manaksia Aluminium Company Limited,MANAKALUCO.NS
902,Manaksia Coated Metals & Industries Limited,MANAKCOAT.NS
903,Manaksia Limited,MANAKSIA.NS
904,Manaksia Steels Limited,MANAKSTEEL.NS
905,Manali Petrochemicals Limited,MANALIPETC.NS
906,Manappuram Finance Limited,MANAPPURAM.NS
907,Mangalam Drugs And Organics Limited,MANGALAM.NS
908,Mangalore Chemicals & Fertilizers Limited,MANGCHEFER.NS
909,Mangalam Cement Limited,MANGLMCEM.NS
910,Mangalam Timber Products Limited,MANGTIMBER.NS
911,Man Industries (India) Limited,MANINDS.NS
912,Man Infraconstruction Limited,MANINFRA.NS
913,Manugraph India Limited,MANUGRAPH.NS
914,Maral Overseas Limited,MARALOVER.NS
915,Marathon Nextgen Realty Limited,MARATHON.NS
916,Marico Limited,MARICO.NS
917,Marine Electricals (India) Limited,MARINE.NS
918,Marksans Pharma Limited,MARKSANS.NS
919,Maruti Suzuki India Limited,MARUTI.NS
920,MAS Financial Services Limited,MASFIN.NS
921,Mask Investments Limited,MASKINVEST.NS
922,Mastek Limited,MASTEK.NS
923,Matrimony.Com Limited,MATRIMONY.NS
924,Mawana Sugars Limited,MAWANASUG.NS
925,Max Healthcare Institute Limited,MAXHEALTH.NS
926,Max India Limited,MAXIND.NS
927,Max Ventures and Industries Limited,MAXVIL.NS
928,Mayur Uniquoters Ltd,MAYURUNIQ.NS
929,Mazda Limited,MAZDA.NS
930,Mazagon Dock Shipbuilders Limited,MAZDOCK.NS
931,Madhya Bharat Agro Products Limited,MBAPL.NS
932,Mcnally Bharat Engineering Company Limited,MBECL.NS
933,MBL Infrastructures Limited,MBLINFRA.NS
934,McDowell Holdings Limited,MCDHOLDING.NS
935,United Spirits Limited,MCDOWELL-N.NS
936,Madhav Copper Limited,MCL.NS
937,Mcleod Russel India Limited,MCLEODRUSS.NS
938,Multi Commodity Exchange of India Limited,MCX.NS
939,Megasoft Limited,MEGASOFT.NS
940,Meghmani Organics Limited,MEGH.NS
941,Melstar Information Technologies Limited,MELSTAR.NS
942,Menon Bearings Limited,MENONBE.NS
943,MEP Infrastructure Developers Limited,MEP.NS
944,Mercator Limited,MERCATOR.NS
945,Metalyst Forgings Limited,METALFORGE.NS
946,Metkore Alloys & Industries Limited,METKORE.NS
947,Metropolis Healthcare Limited,METROPOLIS.NS
948,Max Financial Services Limited,MFSL.NS
949,Mangalam Global Enterprise Limited,MGEL.NS
950,Mahanagar Gas Limited,MGL.NS
951,Mahindra Holidays & Resorts India Limited,MHRIL.NS
952,MIC Electronics Limited,MIC.NS
953,Mishra Dhatu Nigam Limited,MIDHANI.NS
954,Minda Corporation Limited,MINDACORP.NS
955,Minda Industries Limited,MINDAIND.NS
956,Mindteck (India) Limited,MINDTECK.NS
957,MindTree Limited,MINDTREE.NS
958,MIRC Electronics Limited,MIRCELECTR.NS
959,Mirza International Limited,MIRZAINT.NS
960,Mittal Life Style Limited,MITTAL.NS
961,MM Forgings Limited,MMFL.NS
962,MMP Industries Limited,MMP.NS
963,MMTC Limited,MMTC.NS
964,Modi Rubber Limited,MODIRUBBER.NS
965,Mohit Industries Limited,MOHITIND.NS
966,Mohota Industries Limited,MOHOTAIND.NS
967,MOIL Limited,MOIL.NS
968,Mold-Tek Technologies Limited,MOLDTECH.NS
969,Mold-Tek Packaging Limited,MOLDTKPAC.NS
970,Monte Carlo Fashions Limited,MONTECARLO.NS
971,Morarjee Textiles Limited,MORARJEE.NS
972,Morepen Laboratories Limited,MOREPENLAB.NS
973,Motherson Sumi Systems Limited,MOTHERSUMI.NS
974,Motilal Oswal Financial Services Limited,MOTILALOFS.NS
975,The Motor & General Finance Limited,MOTOGENFIN.NS
976,MphasiS Limited,MPHASIS.NS
977,MPS Limited,MPSLTD.NS
978,MRF Limited,MRF.NS
979,MRO-TEK Realty Limited,MRO-TEK.NS
980,Mangalore Refinery and Petrochemicals Limited,MRPL.NS
981,MSP Steel & Power Limited,MSPL.NS
982,Mstc Limited,MSTCLTD.NS
983,MT Educare Limited,MTEDUCARE.NS
984,Mahanagar Telephone Nigam Limited,MTNL.NS
985,Mukand Engineers Limited,MUKANDENGG.NS
986,Mukand Limited,MUKANDLTD.NS
987,Mukta Arts Limited,MUKTAARTS.NS
988,Munjal Auto Industries Limited,MUNJALAU.NS
989,Munjal Showa Limited,MUNJALSHOW.NS
990,Murudeshwar Ceramics Limited,MURUDCERA.NS
991,Muthoot Capital Services Limited,MUTHOOTCAP.NS
992,Muthoot Finance Limited,MUTHOOTFIN.NS
993,NACL Industries Limited,NACLIND.NS
994,Nagarjuna Fertilizers and Chemicals Limited,NAGAFERT.NS
995,Nagreeka Capital & Infrastructure Limited,NAGREEKCAP.NS
996,Nagreeka Exports Limited,NAGREEKEXP.NS
997,Nahar Capital and Financial Services Limited,NAHARCAP.NS
998,Nahar Industrial Enterprises Limited,NAHARINDUS.NS
999,Nahar Poly Films Limited,NAHARPOLY.NS
1000,Nahar Spinning Mills Limited,NAHARSPING.NS
1001,Nippon Life India Asset Management Limited,NAM-INDIA.NS
1002,Natco Pharma Limited,NATCOPHARM.NS
1003,Nath Bio-Genes (India) Limited,NATHBIOGEN.NS
1004,National Aluminium Company Limited,NATIONALUM.NS
1005,National Steel And Agro Industries Limited,NATNLSTEEL.NS
1006,Info Edge (India) Limited,NAUKRI.NS
1007,Navin Fluorine International Limited,NAVINFLUOR.NS
1008,Navkar Corporation Limited,NAVKARCORP.NS
1009,Navneet Education Limited,NAVNETEDUL.NS
1010,NBCC (India) Limited,NBCC.NS
1011,N. B. I. Industrial Finance Company Limited,NBIFIN.NS
1012,Nava Bharat Ventures Limited,NBVENTURES.NS
1013,NCC Limited,NCC.NS
1014,NCL Industries Limited,NCLIND.NS
1015,Naga Dhunseri Group Limited,NDGL.NS
1016,Nandan Denim Limited,NDL.NS
1017,Ndr Auto Components Limited,NDRAUTO.NS
1018,New Delhi Television Limited,NDTV.NS
1019,North Eastern Carrying Corporation Limited,NECCLTD.NS
1020,Nectar Lifesciences Limited,NECLIFE.NS
1021,Nelcast Limited,NELCAST.NS
1022,NELCO Limited,NELCO.NS
1023,Neogen Chemicals Limited,NEOGEN.NS
1024,Nesco Limited,NESCO.NS
1025,Nestle India Limited,NESTLEIND.NS
1026,Network18 Media & Investments Limited,NETWORK18.NS
1027,Neuland Laboratories Limited,NEULANDLAB.NS
1028,Newgen Software Technologies Limited,NEWGEN.NS
1029,Next Mediaworks Limited,NEXTMEDIA.NS
1030,National Fertilizers Limited,NFL.NS
1031,Narayana Hrudayalaya Ltd.,NH.NS
1032,NHPC Limited,NHPC.NS
1033,The New India Assurance Company Limited,NIACL.NS
1034,NIIT Limited,NIITLTD.NS
1035,Nila Infrastructures Limited,NILAINFRA.NS
1036,Nila Spaces Limited,NILASPACES.NS
1037,Nilkamal Limited,NILKAMAL.NS
1038,Indo-National Limited,NIPPOBATRY.NS
1039,Niraj Cement Structurals Limited,NIRAJ.NS
1040,Niraj Ispat Industries Limited,NIRAJISPAT.NS
1041,Nitco Limited,NITCO.NS
1042,Nitin Fire Protection Industries Limited,NITINFIRE.NS
1043,Nitin Spinners Limited,NITINSPIN.NS
1044,NK Industries Limited,NKIND.NS
1045,NLC India Limited,NLCINDIA.NS
1046,NMDC Limited,NMDC.NS
1047,NOCIL Limited,NOCIL.NS
1048,Noida Toll Bridge Company Limited,NOIDATOLL.NS
1049,Norben Tea & Exports Limited,NORBTEAEXP.NS
1050,Novartis India Limited,NOVARTIND.NS
1051,N R Agarwal Industries Limited,NRAIL.NS
1052,NRB Bearing Limited,NRBBEARING.NS
1053,Nalwa Sons Investments Limited,NSIL.NS
1054,Neueon Towers Limited,NTL.NS
1055,NTPC Limited,NTPC.NS
1056,Nucleus Software Exports Limited,NUCLEUS.NS
1057,NXTDIGITAL LIMITED,NXTDIGITAL.NS
1058,Oriental Aromatics Limited,OAL.NS
1059,Oberoi Realty Limited,OBEROIRLTY.NS
1060,Oriental Carbon & Chemicals Limited,OCCL.NS
1061,Oracle Financial Services Software Limited,OFSS.NS
1062,Oil India Limited,OIL.NS
1063,OCL Iron and Steel Limited,OISL.NS
1064,Olectra Greentech Limited,OLECTRA.NS
1065,Omax Autos Limited,OMAXAUTO.NS
1066,Omaxe Limited,OMAXE.NS
1067,OM Metals Infraprojects Limited,OMMETALS.NS
1068,Onelife Capital Advisors Limited,ONELIFECAP.NS
1069,One Point One Solutions Limited,ONEPOINT.NS
1070,Oil & Natural Gas Corporation Limited,ONGC.NS
1071,OnMobile Global Limited,ONMOBILE.NS
1072,Onward Technologies Limited,ONWARDTEC.NS
1073,Optiemus Infracom Limited,OPTIEMUS.NS
1074,Opto Circuits (India) Limited,OPTOCIRCUI.NS
1075,Orbit Exports Limited,ORBTEXP.NS
1076,Orchid Pharma Limited,ORCHPHARMA.NS
1077,Oricon Enterprises Limited,ORICONENT.NS
1078,Orient Abrasives Limited,ORIENTABRA.NS
1079,Oriental Trimex Limited,ORIENTALTL.NS
1080,Orient Bell Limited,ORIENTBELL.NS
1081,Orient Cement Limited,ORIENTCEM.NS
1082,Orient Electric Limited,ORIENTELEC.NS
1083,Oriental Hotels Limited,ORIENTHOT.NS
1084,Orient Press Limited,ORIENTLTD.NS
1085,Orient Paper & Industries Limited,ORIENTPPR.NS
1086,Orient Refractories Limited,ORIENTREF.NS
1087,The Orissa Minerals Development Company Limited,ORISSAMINE.NS
1088,Ortel Communications Limited,ORTEL.NS
1089,Oswal Agro Mills Limited,OSWALAGRO.NS
1090,PAE Limited,PAEL.NS
1091,Page Industries Limited,PAGEIND.NS
1092,Paisalo Digital Limited,PAISALO.NS
1093,Palash Securities Limited,PALASHSECU.NS
1094,Palred Technologies Limited,PALREDTEC.NS
1095,Panacea Biotec Limited,PANACEABIO.NS
1096,Panache Digilife Limited,PANACHE.NS
1097,Panama Petrochem Limited,PANAMAPET.NS
1098,Parabolic Drugs Limited,PARABDRUGS.NS
1099,Paramount Communications Limited,PARACABLES.NS
1100,Parag Milk Foods Limited,PARAGMILK.NS
